0.03818 0.03818 0.03818
0.03818 0.03818 0.048836
0.03818 0.03818 0.059539
0.03818 0.048836 0.048836
0.03818 0.048836 0.059539
0.03818 0.048836 0.070261
0.03818 0.059539 0.059539
0.03818 0.059539 0.070261
0.03818 0.059539 0.081
0.03818 0.070261 0.070261
0.03818 0.070261 0.081
0.03818 0.070261 0.091757
0.03818 0.081 0.081
0.03818 0.081 0.091757
0.03818 0.081 0.102501
0.03818 0.091757 0.091757
0.03818 0.091757 0.102501
0.03818 0.091757 0.11325
0.03818 0.102501 0.102501
0.03818 0.102501 0.11325
0.03818 0.102501 0.124006
0.03818 0.11325 0.11325
0.03818 0.11325 0.124006
0.03818 0.11325 0.134761
0.03818 0.124006 0.124006
0.03818 0.124006 0.134761
0.03818 0.124006 0.145531
0.03818 0.134761 0.134761
0.03818 0.134761 0.145531
0.03818 0.145531 0.145531
0.048836 0.048836 0.048836
0.048836 0.048836 0.059539
0.048836 0.048836 0.070261
0.048836 0.048836 0.081
0.048836 0.059539 0.059539
0.048836 0.059539 0.070261
0.048836 0.059539 0.081
0.048836 0.059539 0.091757
0.048836 0.070261 0.070261
0.048836 0.070261 0.081
0.048836 0.070261 0.091757
0.048836 0.070261 0.102501
0.048836 0.081 0.081
0.048836 0.081 0.091757
0.048836 0.081 0.102501
0.048836 0.081 0.11325
0.048836 0.091757 0.091757
0.048836 0.091757 0.102501
0.048836 0.091757 0.11325
0.048836 0.091757 0.124006
0.048836 0.102501 0.102501
0.048836 0.102501 0.11325
0.048836 0.102501 0.124006
0.048836 0.102501 0.134761
0.048836 0.11325 0.11325
0.048836 0.11325 0.124006
0.048836 0.11325 0.134761
0.048836 0.11325 0.145531
0.048836 0.124006 0.124006
0.048836 0.124006 0.134761
0.048836 0.124006 0.145531
0.048836 0.134761 0.134761
0.048836 0.134761 0.145531
0.048836 0.145531 0.145531
0.059539 0.059539 0.059539
0.059539 0.059539 0.070261
0.059539 0.059539 0.081
0.059539 0.059539 0.091757
0.059539 0.059539 0.102501
0.059539 0.070261 0.070261
0.059539 0.070261 0.081
0.059539 0.070261 0.091757
